	id	ticker	enter	sl	tp	close	per_score	Date_start	Date_end	type_open_close 	time_take	dolars_earn	earn	comment	name	sl1	tp1	tp2	tp3	current_date
0	MELI_20240306	MELI	1550.75	1472.194	15507.5	0	1.818	2024-03-06		open	-	0	0.0	start 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-06
0	MELI_20240306	MELI	1550.75	1472.194	15507.5	0	1.818	2024-03-06		open	-	0	0.0	start 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-06
0	MELI_20240307	MELI	1541.43	1476.392	15414.3	0	1.818	2024-03-07		open	-	0	0.0	start 2024_03_11	x	4470.79	1714.824	3536.824	5986.572	2024-03-07
0	MELI_20240306	MELI	1550.75	1476.392	15414.3	0	1.818	2024-03-06		open	-	0	0.0	start 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-07
0	MELI_20240307	MELI	1541.43	1476.392	15414.3	0	1.818	2024-03-07		open	-	0	0.0	start 2024_03_11	x	4470.79	1714.824	3536.824	5986.572	2024-03-07
0	MELI_20240308	MELI	1528.0	1459.562	15280.0	0	1.818	2024-03-08		open	-	0	0.0	start 2024_03_11	x	4456.65	1709.4	3525.638	5967.637	2024-03-08
0	MELI_20240306	MELI	1550.75	1459.562	15280.0	0	1.818	2024-03-06		open	-	0	0.0	start 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-08
0	MELI_20240307	MELI	1541.43	1459.562	15280.0	0	1.818	2024-03-07		open	-	0	0.0	start 2024_03_11	x	4470.79	1714.824	3536.824	5986.572	2024-03-08
0	MELI_20240308	MELI	1528.0	1459.562	15280.0	0	1.818	2024-03-08		open	-	0	0.0	start 2024_03_11	x	4456.65	1709.4	3525.638	5967.637	2024-03-08
0	MELI_20240306	MELI	1550.75	1472.194	15507.5	0	1.818	2024-03-06		open	-	0	0.0	start 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-06
0	MELI_20240306	MELI	1550.75	1472.194	15507.5	0	1.818	2024-03-06		open	-	0	0.0	start 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-06
0	MELI_20240307	MELI	1541.43	1476.392	15414.3	0	1.818	2024-03-07		open	-	0	0.0	start 2024_03_11	x	4470.79	1714.824	3536.824	5986.572	2024-03-07
0	MELI_20240306	MELI	1550.75	1476.392	15414.3	0	1.818	2024-03-06		open	-	0	0.0	start 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-07
0	MELI_20240307	MELI	1541.43	1476.392	15414.3	0	1.818	2024-03-07		open	-	0	0.0	start 2024_03_11	x	4470.79	1714.824	3536.824	5986.572	2024-03-07
0	MELI_20240308	MELI	1528.0	1459.562	15280.0	0	1.818	2024-03-08		open	-	0	0.0	start 2024_03_11	x	4456.65	1709.4	3525.638	5967.637	2024-03-08
0	MELI_20240306	MELI	1550.75	1459.562	15280.0	0	1.818	2024-03-06		open	-	0	0.0	start 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-08
0	MELI_20240307	MELI	1541.43	1459.562	15280.0	0	1.818	2024-03-07		open	-	0	0.0	start 2024_03_11	x	4470.79	1714.824	3536.824	5986.572	2024-03-08
0	MELI_20240308	MELI	1528.0	1459.562	15280.0	0	1.818	2024-03-08		open	-	0	0.0	start 2024_03_11	x	4456.65	1709.4	3525.638	5967.637	2024-03-08
0	MELI_20240306	MELI	1550.75	1472.194	15507.5	0	1.818	2024-03-06		open	-	0	0.0	start 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-06
0	MELI_20240306	MELI	1550.75	1472.194	15507.5	0	1.818	2024-03-06		open	-	0	0.0	start 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-06
0	MELI_20240307	MELI	1541.43	1476.392	15414.3	0	1.818	2024-03-07		open	-	0	0.0	start 2024_03_11	x	4470.79	1714.824	3536.824	5986.572	2024-03-07
0	MELI_20240306	MELI	1550.75	1476.392	15414.3	0	1.818	2024-03-06		open	-	0	0.0	start 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-07
0	MELI_20240307	MELI	1541.43	1476.392	15414.3	0	1.818	2024-03-07		open	-	0	0.0	start 2024_03_11	x	4470.79	1714.824	3536.824	5986.572	2024-03-07
0	MELI_20240308	MELI	1528.0	1459.562	15280.0	0	1.818	2024-03-08		open	-	0	0.0	start 2024_03_11	x	4456.65	1709.4	3525.638	5967.637	2024-03-08
0	MELI_20240306	MELI	1550.75	1459.562	15280.0	0	1.818	2024-03-06		open	-	0	0.0	start 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-08
0	MELI_20240307	MELI	1541.43	1459.562	15280.0	0	1.818	2024-03-07		open	-	0	0.0	start 2024_03_11	x	4470.79	1714.824	3536.824	5986.572	2024-03-08
0	MELI_20240308	MELI	1528.0	1459.562	15280.0	0	1.818	2024-03-08		open	-	0	0.0	start 2024_03_11	x	4456.65	1709.4	3525.638	5967.637	2024-03-08
0	MELI_20240311	MELI	1525.65	1473.333	15256.5	0	1.818	2024-03-11		open	-	0	0.0	start 2024_03_11	x	4466.731	1713.267	3533.613	5981.137	2024-03-11
